id	sire	dam	sex	generation			
8828	6881	7024	2	7			
8841	6943	6981	2	7			
8844	6943	6981	1	7			
8851	6943	6981	2	7			
8868	7073	7028	1	7			
8875	7073	7028	2	7			
8876	7073	7028	2	7			
8942	7348	7222	2	7			
8949	7348	7222	1	7			
8951	7393	7210	2	7			
8955	7393	7210	2	7			
8956	7393	7210	1	7			
8968	7006	6751	1	7			
8971	7006	6751	2	7			
8976	7006	6751	2	7			
9027	7146	6876	1	7			
9032	7146	6876	2	7			
9033	7146	6876	1	7			
9083	6891	7396	2	7			
9089	6891	7396	1	7			
9096	7319	7004	2	7			
9102	7319	7004	1	7			
9105	6999	7404	1	7			
9106	6999	7404	2	7			
9130	6999	7404	1	7			
9147	6989	7371	2	7			
9148	6989	7371	1	7			
9150	7514	7532	1	7			
9155	7514	7532	1	7			
9207	7383	7227	2	7			
9208	7383	7227	1	7			
9210	7074	7512	1	7			
9271	7015	7572	1	7			
9285	7366	7628	1	7			
9289	7366	7628	2	7			
9291	7366	7628	2	7			
9298	7571	7474	1	7			
9299	7571	7474	2	7			
9300	7571	7474	2	7			
9312	7533	7568	1	7			
9313	7533	7568	1	7			
9323	7533	7568	2	7			
9351	7117	7631	1	7			
9352	7117	7631	2	7			
9355	7636	7583	2	7			
9359	7636	7583	2	7			
9360	7636	7583	1	7			
9372	7376	7541	2	7			
9410	7735	7788	1	7			
9413	7789	7727	2	7			
9516	7027	6990	2	7			
9519	7027	6990	1	7			
9523	7027	6990	2	7			
9538	7884	7875	2	7			
9548	7884	7875	1	7			
9550	7884	7875	1	7			
9567	7713	7949	1	7			
9568	7713	7949	2	7			
9586	7641	7802	2	7			
9593	7766	7874	1	7			
9596	7766	7874	1	7			
9609	8010	8051	1	7			
9611	8010	8051	1	7			
9613	8010	8051	2	7			
9619	7938	7228	1	7			
9620	7938	7228	2	7			
9626	7877	7946	1	7			
9631	7465	7940	2	7			
9632	7465	7940	1	7			
9637	7465	7940	2	7			
9659	7985	7997	1	7			
9661	7985	7997	2	7			
9666	8033	7794	2	7			
9667	8033	7794	1	7			
9670	8033	7794	2	7			
9675	7972	7981	2	7			
9683	7972	7981	1	7			
9684	7972	7981	1	7			
9689	7486	8017	2	7			
9695	7658	8023	2	7			
9697	7658	8023	1	7			
9710	8025	7782	1	7			
9717	8031	8059	1	7			
9720	8031	8059	2	7			
9722	8031	8059	1	7			
9723	8044	7647	1	7			
9741	7661	8118	1	7			
9750	7661	8118	2	7			
9752	8095	8007	2	7			
9758	8095	8007	2	7			
9774	8109	8038	1	7			
9775	8109	8038	1	7			
9779	8113	7354	1	7			
9780	8113	7354	2	7			
9782	8113	7354	2	7			
9793	7438	8213	2	7			
9794	7438	8213	1	7			
9799	8217	8211	2	7			
9805	8217	8211	1	7			
9806	8217	8211	1	7			
9811	8198	8104	2	7			
9814	8198	8104	1	7			
9818	7472	7656	2	7			
9821	7472	7656	1	7			
9822	8124	8128	1	7			
9824	8124	8128	2	7			
9835	7566	8154	1	7			
9840	7566	8154	2	7			
9841	7566	8154	2	7			
9845	7980	8188	1	7			
9856	8133	7926	1	7			
9857	8133	7926	2	7			
9864	8139	8123	1	7			
9869	8139	8123	2	7			
9870	7908	8142	1	7			
9871	7908	8142	1	7			
9875	7908	8142	2	7			
9879	8120	8222	2	7			
9880	8120	8222	1	7			
9899	8156	7484	1	7			
9902	8156	7484	1	7			
9912	7623	8119	2	7			
9915	7623	8119	1	7			
9919	7623	8119	1	7			
9924	8055	8138	1	7			
9927	8055	8138	2	7			
9935	7545	8158	1	7			
9936	7545	8158	2	7			
9944	7954	8199	1	7			
9948	7954	8199	1	7			
9969	7525	8018	2	7			
9971	7525	8018	1	7			
9975	7525	8018	2	7			
9994	8184	8171	1	7			
9995	8184	8171	2	7			
10015	7779	8028	2	7			
10020	7779	8028	2	7			
10021	7779	8028	1	7			
10025	7777	8201	1	7			
10026	7777	8201	2	7			
10051	7804	8372	2	7			
10059	8383	8345	2	7			
10061	8383	8345	1	7			
10071	8209	8232	1	7			
10075	8209	8232	2	7			
10087	8360	8380	2	7			
10088	8360	8380	1	7			
10101	8252	8336	2	7			
10115	8228	7384	2	7			
10117	8335	8251	2	7			
10125	8224	8364	2	7			
10128	8224	8364	1	7			
10129	8224	8364	2	7			
10135	7905	7968	2	7			
10137	7905	7968	2	7			
10142	8370	7810	2	7			
10179	8166	7784	2	7			
10181	7235	7664	2	7			
10187	7235	7664	1	7			
10195	8430	8447	1	7			
10201	8159	8226	1	7			
10202	8159	8226	2	7			
10217	8013	7527	1	7			
10239	8411	8474	2	7			
10241	8470	7910	1	7			
10244	8470	7910	2	7			
10258	8255	8331	1	7			
10274	8074	8381	2	7			
10275	8074	8381	1	7			
10283	7933	7136	1	7			
10457	8844	8688	1	8			
10458	8844	8688	2	8			
10459	8844	8688	2	8			
10473	8734	8971	2	8			
10474	8734	8971	1	8			
10483	8968	8841	2	8			
10488	8968	8841	1	8			
10493	8949	8611	1	8			
10498	8949	8611	2	8			
10502	8949	8611	2	8			
10505	8695	8955	1	8			
10524	8692	8721	2	8			
10529	8692	8721	1	8			
10638	9089	8976	1	8			
10641	9089	8976	2	8			
10655	9033	8728	2	8			
10656	9033	8728	1	8			
10672	9027	8701	2	8			
10679	9027	8701	1	8			
10692	9130	8942	2	8			
10693	9105	8876	1	8			
10701	9105	8876	2	8			
10704	8717	9106	1	8			
10707	8717	9106	1	8			
10740	9102	8828	2	8			
10741	9102	8828	1	8			
10759	9150	8722	2	8			
10766	9210	9096	1	8			
10770	9210	9096	2	8			
10778	9155	8951	1	8			
10779	9155	8951	1	8			
10785	9155	8951	2	8			
10800	9271	8664	2	8			
10839	8767	9207	2	8			
10840	8767	9207	1	8			
10852	9208	8875	1	8			
10854	9208	8875	2	8			
10864	9313	9083	2	8			
10870	9313	9083	1	8			
10873	9312	8778	1	8			
10874	9312	8778	1	8			
10885	9298	8851	2	8			
10893	9298	8851	1	8			
10899	8747	9352	2	8			
10929	8868	9299	1	8			
10931	8868	9299	2	8			
10936	8868	9299	1	8			
10941	9148	9300	1	8			
10942	9148	9300	2	8			
10947	9148	9300	2	8			
10954	8749	9291	2	8			
10956	8749	9291	1	8			
10959	9360	8708	2	8			
10960	9360	8708	1	8			
10963	9360	8708	1	8			
10969	8956	9289	1	8			
10976	8956	9289	2	8			
10997	9351	8740	1	8			
11016	8693	9032	1	8			
11017	8693	9032	2	8			
11040	9410	8745	2	8			
11072	8665	9147	2	8			
11075	8665	9147	1	8			
11106	9519	9631	2	8			
11111	9285	9637	2	8			
11118	9285	9637	1	8			
11149	9611	9661	1	8			
11157	9609	9355	1	8			
11159	9609	9355	2	8			
11162	8822	9372	2	8			
11163	8822	9372	1	8			
11172	9806	9689	2	8			
11178	9806	9689	1	8			
11180	9717	9613	2	8			
11186	9717	9613	1	8			
11207	9919	9841	2	8			
11209	9919	9841	1	8			
11228	9632	9799	2	8			
11231	9632	9799	1	8			
11233	9821	9793	1	8			
11237	9821	9793	2	8			
11251	9567	9824	2	8			
11256	9567	9824	1	8			
11264	9794	9912	1	8			
11268	9948	9359	2	8			
11275	9948	9359	1	8			
11314	8824	9323	2	8			
11317	8824	9323	1	8			
11334	9935	9780	2	8			
11336	9935	9780	1	8			
11344	9856	9568	2	8			
11346	9856	9568	1	8			
11352	9774	9857	2	8			
11353	9774	9857	1	8			
11355	9870	9413	1	8			
11365	9822	9879	2	8			
11394	9845	9538	1	8			
11398	9626	9927	1	8			
11408	9805	9936	1	8			
11411	9805	9936	2	8			
11426	9814	9875	1	8			
11430	9899	9782	1	8			
11436	9899	9782	2	8			
11465	9871	9811	2	8			
11467	9619	9969	2	8			
11495	9684	10015	2	8			
11506	9684	10015	1	8			
11510	10021	9675	1	8			
11512	10021	9675	2	8			
11524	9667	10059	1	8			
11526	9880	10051	2	8			
11531	10071	9750	1	8			
11533	10071	9750	2	8			
11545	9902	10075	2	8			
11552	9902	10075	1	8			
11555	9944	10087	2	8			
11557	9944	10087	1	8			
11571	10025	9586	2	8			
11590	9723	10020	2	8			
11596	10088	9869	1	8			
11607	9915	9695	2	8			
11608	9915	9695	1	8			
11616	9741	10115	2	8			
11617	9741	10115	1	8			
11642	9550	10125	2	8			
11655	10061	10117	2	8			
11664	10061	10117	1	8			
11666	9994	10142	2	8			
11701	10128	10137	1	8			
11702	10128	10137	2	8			
11712	9593	9758	2	8			
11737	9864	9752	1	8			
11739	10187	9975	2	8			
11741	10187	9975	1	8			
11749	9548	10179	1	8			
11750	9548	10179	2	8			
11765	9835	10181	2	8			
11766	9835	10181	1	8			
11770	9659	10101	2	8			
11780	10195	9720	2	8			
11790	9971	9523	2	8			
11792	9971	9523	1	8			
11798	9779	10202	2	8			
11822	10201	9818	1	8			
11824	10201	9818	2	8			
11831	10217	9620	2	8			
11834	10217	9620	1	8			
11838	9596	9666	1	8			
11845	9596	9666	2	8			
11864	9775	10239	1	8			
11865	9775	10239	2	8			
11908	10283	9840	2	8			
11910	10283	9840	1	8			
11919	9722	10135	1	8			
11922	9710	10244	1	8			
11930	9924	10274	2	8			
11931	9924	10274	1	8			
11938	10258	9995	1	8			
11948	10275	10129	1	8			
11949	10275	10129	2	8			
11973	9697	9516	1	8			
11974	9697	9516	2	8			
11978	10241	10026	2	8			
11984	10241	10026	1	8			
11989	9683	9670	2	8			
11991	9683	9670	1	8			
12600	10778	10473	1	9			
12602	10778	10473	2	9			
12609	10656	10458	2	9			
12617	10656	10458	1	9			
12618	10679	10770	2	9			
12625	10679	10770	1	9			
12626	10893	10641	2	9			
12659	10704	10459	1	9			
12660	10704	10459	2	9			
12674	10707	10483	2	9			
12677	10474	10785	2	9			
12680	10874	10740	2	9			
12698	10766	10655	1	9			
12703	10766	10655	2	9			
12704	10505	10854	2	9			
12706	10505	10854	1	9			
12719	10852	10498	1	9			
12726	10941	10864	2	9			
12759	10488	10759	1	9			
12767	10840	10701	2	9			
12773	10493	10942	1	9			
12778	10493	10942	2	9			
12788	10929	10524	2	9			
12796	10529	10959	1	9			
12809	10963	10692	1	9			
12820	10693	10947	1	9			
12821	10960	10885	2	9			
12828	10960	10885	1	9			
12830	10969	10502	1	9			
12837	10969	10502	2	9			
12882	10997	10800	1	9			
12886	10638	10899	1	9			
12889	10638	10899	2	9			
12908	11016	10672	2	9			
12944	10741	11017	1	9			
12955	11075	10839	1	9			
12956	11075	10839	2	9			
12976	10956	11040	1	9			
12984	10457	10931	1	9			
12987	10457	10931	2	9			
13021	11118	10954	1	9			
13026	11118	10954	2	9			
13033	10779	11111	2	9			
13057	10873	10976	1	9			
13063	10873	10976	2	9			
13088	11264	11172	1	9			
13115	11408	11228	2	9			
13135	10936	11251	1	9			
13144	11149	11352	2	9			
13153	11149	11352	1	9			
13155	11346	11237	2	9			
13157	11346	11237	1	9			
13184	11163	11334	1	9			
13196	11317	11268	2	9			
13200	11355	11180	1	9			
13203	11355	11180	2	9			
13207	11256	11436	2	9			
13240	11233	11072	2	9			
13242	11233	11072	1	9			
13247	11178	11365	1	9			
13252	11178	11365	2	9			
13256	11394	11162	1	9			
13271	11531	11207	2	9			
13282	11157	11555	2	9			
13284	11157	11555	1	9			
13298	11353	11533	1	9			
13304	11430	11545	2	9			
13308	11430	11545	1	9			
13346	11524	11495	2	9			
13366	11741	11159	2	9			
13375	11186	11571	2	9			
13385	11186	11571	1	9			
13393	11552	11607	1	9			
13397	11426	11702	1	9			
13416	11398	11666	2	9			
13435	11766	11465	1	9			
13443	11766	11465	2	9			
13448	11792	11616	2	9			
13453	11209	11780	2	9			
13456	11209	11780	1	9			
13468	11275	11765	2	9			
13477	11336	11824	2	9			
13482	11336	11824	1	9			
13501	11749	11411	1	9			
13513	11231	11831	1	9			
13518	11231	11831	2	9			
13521	11664	11845	2	9			
13522	11664	11845	1	9			
13534	11737	11865	1	9			
13544	11864	11655	2	9			
13550	11864	11655	1	9			
13552	11910	11642	1	9			
13553	11910	11642	2	9			
13565	11922	11790	1	9			
13576	11822	11512	2	9			
13579	11822	11512	1	9			
13583	11838	11712	1	9			
13584	11838	11712	2	9			
13593	11617	11949	1	9			
13595	11617	11949	2	9			
13604	11948	11314	2	9			
13610	11948	11314	1	9			
13622	11834	11526	1	9			
13628	11834	11526	2	9			
13631	11938	11590	1	9			
13634	11938	11590	2	9			
13639	11973	11739	2	9			
13643	11973	11739	1	9			
13652	11991	11930	2	9			
13657	11991	11930	1	9			
13833	11506	11344	2	9			
13834	11506	11344	1	9			
13840	11608	11750	1	9			
13842	11608	11750	2	9			
13847	11931	11467	2	9			
13849	11701	11978	1	9			
13850	11701	11978	2	9			
13858	11596	11974	1	9			
13860	11984	11798	1	9			
13865	11984	11798	2	9			
13917	11510	11989	2	9			
13918	11510	11989	1	9			
13994	11919	11770	1	9			
13995	11919	11770	2	9			
14079	10870	11106	2	9			
14112	11557	11908	2	9			
14121	11557	11908	1	9			
15211	13482	13468	2	10			
15212	13482	13468	1	10			
15241	13550	13115	1	10			
15243	13513	13477	1	10			
15287	12625	12680	2	10			
15299	13284	13521	2	10			
15303	13284	13521	1	10			
15305	13298	13553	2	10			
15308	13298	13553	1	10			
15316	12659	12602	1	10			
15321	12659	12602	2	10			
15336	12698	12626	1	10			
15345	12698	12626	2	10			
15352	13456	13518	1	10			
15367	13522	13282	1	10			
15375	12600	12704	2	10			
15376	12600	12704	1	10			
15388	13385	13203	2	10			
15391	13593	13240	2	10			
15396	13593	13240	1	10			
15404	13579	13252	2	10			
15407	13579	13252	1	10			
15410	13088	13584	2	10			
15423	13643	13443	1	10			
15426	13643	13443	2	10			
15459	12796	12677	1	10			
15460	12796	12677	2	10			
15472	13610	13453	1	10			
15485	13610	13453	2	10			
15488	13657	13595	2	10			
15526	13583	13375	1	10			
15534	13565	13865	2	10			
15538	13565	13865	1	10			
15543	13834	13652	1	10			
15546	13834	13652	2	10			
15550	13834	13652	2	10			
15555	12759	12821	1	10			
15566	12617	12778	2	10			
15569	12617	12778	1	10			
15575	13552	13847	1	10			
15594	13393	13850	1	10			
15603	13393	13850	2	10			
15608	13435	13833	2	10			
15612	13435	13833	1	10			
15616	13849	13604	1	10			
15622	13849	13604	2	10			
15625	13840	13639	1	10			
15627	13840	13639	2	10			
15641	12882	12660	2	10			
15643	12882	12660	1	10			
15647	12706	12618	2	10			
15649	12706	12618	1	10			
15650	13247	13628	2	10			
15652	13247	13628	1	10			
15671	13622	13416	2	10			
15673	13622	13416	1	10			
15677	12719	12609	2	10			
15681	12719	12609	2	10			
15687	13860	13917	1	10			
15689	13860	13917	2	10			
15701	12955	12703	2	10			
15703	12955	12703	1	10			
15710	13534	13842	1	10			
15712	13534	13842	2	10			
15715	13918	13346	1	10			
15720	12984	12726	2	10			
15742	13994	13634	2	10			
15750	13858	13544	2	10			
15754	13858	13544	1	10			
15756	12830	12956	1	10			
15759	12830	12956	2	10			
15767	12820	12987	2	10			
15768	12820	12987	1	10			
15802	12944	12674	2	10			
15815	12773	13033	2	10			
15832	13242	13448	1	10			
15852	13631	14079	2	10			
15854	13631	14079	1	10			
15857	13501	14112	2	10			
15865	13501	14112	1	10			
15867	14121	13995	2	10			
15956	12976	12889	1	10			
15957	12809	13026	2	10			
15960	12809	13026	1	10			
15986	12600	12788	1	10			
15988	12600	12788	2	10			
15994	12828	13063	1	10			
16012	13200	13144	1	10			
16058	13184	12767	2	10			
16060	13184	12767	1	10			
16062	13021	13196	2	10			
16066	13021	13196	1	10			
16096	13157	12908	2	10			
16101	13157	12908	1	10			
16107	13256	13304	2	10			
16109	13256	13304	1	10			
16144	13153	13576	1	10			
16151	12886	13271	2	10			
16159	13308	13155	1	10			
16164	13308	13155	2	10			
16189	13135	12837	2	10			
16194	13057	13207	2	10			
16197	13057	13207	1	10			
16204	13397	13366	2	10			
16208	13397	13366	1	10			
16387	13522	13282	1	10			
17260	15336	15426	1	11			
17310	15308	15410	2	11			
17311	15308	15410	1	11			
17327	15396	15305	2	11			
17328	15459	15211	2	11			
17335	15459	15211	1	11			
17390	15352	15287	1	11			
17397	15472	15299	2	11			
17409	15526	15375	1	11			
17410	15526	15375	2	11			
17416	15212	15534	1	11			
17423	15212	15534	2	11			
17461	15569	15622	2	11			
17462	15569	15622	1	11			
17464	15367	15641	2	11			
17473	15649	15345	1	11			
17474	15649	15345	2	11			
17498	15243	15566	1	11			
17501	15243	15566	2	11			
17512	15594	15388	1	11			
17518	15625	15650	2	11			
17522	15625	15650	2	11			
17545	15575	15608	1	11			
17553	15575	15608	1	11			
17555	15316	15647	1	11			
17557	15316	15647	2	11			
17568	15643	15689	1	11			
17569	15643	15689	2	11			
17572	15687	15701	1	11			
17574	15687	15701	2	11			
17593	15754	15627	1	11			
17602	15754	15627	2	11			
17623	15612	15750	2	11			
17637	15423	15767	1	11			
17639	15423	15767	2	11			
17671	15538	15759	2	11			
17681	15768	15815	1	11			
17683	15768	15815	2	11			
17716	15616	15802	2	11			
17717	15616	15802	1	11			
17727	15652	15852	2	11			
17733	15652	15852	1	11			
17736	15854	15712	1	11			
17737	15854	15712	2	11			
17775	15832	15460	1	11			
17818	15960	15603	2	11			
17819	15960	15603	2	11			
17820	15960	15603	1	11			
17826	15960	15603	1	11			
17870	15715	16058	1	11			
17874	15715	16058	2	11			
17875	15715	16058	2	11			
17881	16012	15671	2	11			
17887	15376	15546	1	11			
17889	15376	15546	2	11			
17891	15555	15485	2	11			
17892	15555	15485	1	11			
17901	16101	15988	2	11			
17903	16101	15988	1	11			
17909	16101	15988	1	11			
17911	16197	16164	2	11			
17913	16197	16164	2	11			
17915	16197	16164	1	11			
17919	16197	16164	1	11			
17934	16159	16096	1	11			
17948	16109	16204	2	11			
17954	16109	16204	1	11			
17970	15673	15391	2	11			
17971	15673	15391	1	11			
17974	15986	15867	2	11			
17982	15986	15867	1	11			
17993	16208	15857	1	11			
18000	16208	15857	2	11			
18002	15994	16062	1	11			
18007	15994	16062	2	11			
18019	15303	15742	1	11			
18024	15303	15742	2	11			
18034	15543	15404	1	11			
18037	15543	15404	2	11			
18074	16387	15550	2	11			
18083	15956	15677	1	11			
18088	15956	15677	2	11			
18095	15710	15321	2	11			
18101	15710	15321	2	11			
18114	15407	16194	2	11			
18119	15407	16194	1	11			
18120	15407	16194	1	11			
18121	15865	15957	2	11			
18123	15865	15957	1	11			
18125	15865	15957	1	11			
18130	15241	15720	1	11			
18131	15241	15720	2	11			
18263	15756	16151	2	11			
18264	15756	16151	1	11			
18266	15756	16151	2	11			
18268	15756	16151	1	11			
18273	16144	15681	1	11			
18275	16144	15681	1	11			
18277	16144	15681	2	11			
18309	16060	16189	1	11			
18315	16060	16189	1	11			
18317	16060	16189	2	11			
18442	15703	15488	1	11			
18445	15703	15488	2	11			
18450	16066	16107	2	11			
18453	16066	16107	1	11			
18821	17335	17602	2	12			
18830	17260	17310	2	12			
18834	17260	17310	1	12			
18837	17416	17327	2	12			
18840	17416	17327	1	12			
18849	17473	17410	1	12			
18853	17473	17410	2	12			
18874	17311	17474	2	12			
18878	17311	17474	1	12			
18886	17498	17423	2	12			
18894	17498	17423	1	12			
18897	17637	17464	1	12			
18901	17637	17464	2	12			
18904	17409	17683	2	12			
18906	17409	17683	1	12			
18917	17593	17671	2	12			
18922	17593	17671	1	12			
18924	17572	17522	1	12			
18928	17572	17522	2	12			
18933	17681	17397	1	12			
18937	17462	17574	1	12			
18938	17462	17574	2	12			
18942	17820	17623	1	12			
18944	17820	17623	2	12			
18951	17390	17818	2	12			
18953	17390	17818	1	12			
18962	17555	17737	1	12			
18964	17555	17737	2	12			
18968	17553	17819	2	12			
18974	17553	17819	1	12			
18982	17512	17889	1	12			
18983	17512	17889	2	12			
18999	17870	17557	2	12			
19000	17870	17557	1	12			
19006	17775	17881	2	12			
19007	17775	17881	1	12			
19015	17887	17461	2	12			
19018	17887	17461	1	12			
19021	17736	17891	2	12			
19024	17736	17891	1	12			
19039	17903	17875	2	12			
19041	17903	17875	1	12			
19048	17919	17569	1	12			
19053	17919	17569	2	12			
19073	17934	17639	1	12			
19075	17934	17639	2	12			
19085	17733	17913	1	12			
19087	17733	17913	2	12			
19091	17915	17518	1	12			
19094	17915	17518	2	12			
19164	17954	17901	2	12			
19165	17993	17970	2	12			
19169	17993	17970	1	12			
19194	17892	17501	2	12			
19199	17892	17501	1	12			
19225	18002	17727	1	12			
19270	17568	17328	2	12			
19272	17568	17328	1	12			
19284	18019	17874	1	12			
19286	18019	17874	2	12			
19291	18034	17911	2	12			
19292	18034	17911	1	12			
19390	18123	17974	2	12			
19393	18123	17974	1	12			
19404	18130	18000	2	12			
19405	18130	18000	1	12			
19428	18083	17948	1	12			
19431	18083	17948	2	12			
19435	17982	18095	2	12			
19441	17982	18095	1	12			
19478	17909	18088	1	12			
19486	17909	18088	2	12			
19518	18273	18037	1	12			
19519	18273	18037	2	12			
19521	18125	18317	2	12			
19532	18315	18101	1	12			
19533	18315	18101	2	12			
19538	17971	18263	1	12			
19539	17971	18263	2	12			
19546	18309	18024	1	12			
19551	18442	18277	1	12			
19554	18442	18277	2	12			
19561	18275	18007	1	12			
19565	18275	18007	2	12			
19582	17717	18131	2	12			
19583	17717	18131	1	12			
19594	17545	18266	2	12			
19595	17545	18266	1	12			
19604	17826	17716	1	12			
19617	18264	18445	2	12			
19624	18268	18121	2	12			
19626	18268	18121	1	12			
19748	18120	18450	1	12			
19752	18120	18450	2	12			
19844	18119	18074	1	12			
19869	18453	18114	2	12			
20148	18897	18983	1	13			
20152	18897	18983	1	13			
20154	19041	18853	2	13			
20156	19041	18853	2	13			
20160	19041	18853	1	13			
20167	18937	18904	1	13			
20168	18937	18904	1	13			
20175	18937	18904	2	13			
20176	19000	18938	1	13			
20183	19018	18928	1	13			
20185	19018	18928	2	13			
20186	19018	18928	2	13			
20189	19024	18837	2	13			
20190	19024	18837	1	13			
20193	19024	18837	2	13			
20202	19073	19006	2	13			
20207	18924	19087	1	13			
20213	18924	19087	2	13			
20217	19169	18951	1	13			
20218	19169	18951	1	13			
20224	19169	18951	2	13			
20230	18840	18821	1	13			
20235	18840	18821	2	13			
20236	18840	18821	2	13			
20238	18922	18944	2	13			
20243	18922	18944	1	13			
20247	18982	18901	2	13			
20250	18982	18901	1	13			
20252	18878	19021	1	13			
20258	18878	19021	2	13			
20260	18894	19094	2	13			
20261	18894	19094	2	13			
20268	18894	19094	1	13			
20277	18933	18917	2	13			
20284	19007	18874	1	13			
20288	19007	18874	2	13			
20296	19048	19015	1	13			
20299	19048	19015	1	13			
20303	18849	19075	2	13			
20305	18849	19075	1	13			
20310	18962	19164	2	13			
20314	18962	19164	1	13			
20334	18953	18886	1	13			
20339	18953	18886	2	13			
20341	18834	18964	2	13			
20345	18834	18964	1	13			
20348	18834	18964	1	13			
20359	18942	18968	2	13			
20375	18974	18830	1	13			
20380	18974	18830	2	13			
20383	18974	18830	2	13			
20402	19225	19165	2	13			
20407	19225	19165	2	13			
20411	19225	19165	1	13			
20421	19085	19194	1	13			
20424	19085	19194	2	13			
20425	19085	19194	2	13			
20427	19199	19039	2	13			
20428	19272	19291	1	13			
20429	19272	19291	1	13			
20430	19272	19291	2	13			
20569	19284	19435	1	13			
20570	19284	19435	2	13			
20576	19284	19435	1	13			
20584	19393	19431	2	13			
20585	19393	19431	2	13			
20591	19393	19431	1	13			
20612	19091	19053	1	13			
20673	19292	19533	1	13			
20676	19292	19533	2	13			
20677	19292	19533	1	13			
20740	19405	19624	2	13			
20741	19405	19624	1	13			
20749	19551	19404	2	13			
20759	19561	19519	1	13			
20761	19561	19519	1	13			
20762	19561	19519	2	13			
20768	19546	19390	1	13			
20769	19546	19390	2	13			
20774	19546	19390	2	13			
20777	19532	19594	1	13			
20780	19583	19565	1	13			
20781	19583	19565	2	13			
20782	19583	19565	1	13			
20788	19604	19554	1	13			
20789	19604	19554	2	13			
20795	19441	19617	2	13			
20804	19626	19486	2	13			
20805	19626	19486	2	13			
20809	19626	19486	1	13			
20884	19538	19582	2	13			
20895	19748	19521	1	13			
20898	19748	19521	1	13			
20916	19428	19286	1	13			
20923	19428	19286	2	13			
20938	19595	19752	2	13			
20939	19595	19752	1	13			
20943	19595	19752	1	13			
20956	18906	18999	2	13			
20960	18906	18999	1	13			
20966	19478	19270	1	13			
20969	19478	19270	2	13			
21063	19844	19869	1	13			
21064	19844	19869	2	13			
21066	19844	19869	2	13			
21118	19518	19539	1	13			
21598	20148	20175	2	14			
21601	20148	20175	2	14			
21602	20268	20303	1	14			
21608	20268	20303	2	14			
21609	20268	20303	2	14			
21614	20183	20236	1	14			
21615	20284	20213	2	14			
21616	20284	20213	2	14			
21622	20284	20213	1	14			
21623	20375	20224	1	14			
21631	20375	20224	2	14			
21632	20375	20224	2	14			
21643	20243	20202	1	14			
21645	20243	20202	2	14			
21649	20296	20277	1	14			
21650	20296	20277	2	14			
21654	20296	20277	2	14			
21659	20314	20154	2	14			
21663	20314	20154	1	14			
21664	20314	20154	2	14			
21672	20411	20424	2	14			
21674	20411	20424	1	14			
21688	20207	20189	2	14			
21693	20207	20189	1	14			
21697	20152	20260	2	14			
21701	20152	20260	1	14			
21703	20160	20247	2	14			
21705	20160	20247	1	14			
21709	20160	20247	2	14			
21714	20230	20186	1	14			
21723	20230	20186	2	14			
21724	20230	20186	2	14			
21725	20167	20288	2	14			
21727	20167	20288	1	14			
21732	20167	20288	1	14			
21735	20299	20156	1	14			
21737	20299	20156	1	14			
21738	20176	20339	2	14			
21739	20176	20339	2	14			
21745	20176	20339	1	14			
21753	20217	20359	1	14			
21755	20217	20359	2	14			
21756	20217	20359	1	14			
21763	20334	20425	1	14			
21764	20334	20425	2	14			
21769	20250	20430	2	14			
21771	20250	20430	1	14			
21774	20250	20430	1	14			
21790	20218	20261	2	14			
21791	20218	20261	1	14			
21799	20168	20341	2	14			
21803	20305	20383	1	14			
21804	20305	20383	1	14			
